Score;Match_type;Match_addr;Rank;USER_City;X;Y;DisplayX;DisplayY;USER_Company_Name;USER_Parent_Company_Name;USER_Executive_First_Name;USER_Executive_Last_Name;USER_Address;USER_State;USER_ZIP_Code;USER_Legal_Name;USER_Record_Type;USER_Phone_Number_Combined;USER_Census_Block_Group;USER_Website;USER_Toll_Free_Number_Combined;USER_Company_Description;USER_Primary_SIC_Code;USER_Primary_SIC_Description;USER_SIC_Code_1;USER_Primary_NAICS;USER_Primary_NAICS_Description;USER_NAICS_1;USER_Franchise_Description_1;USER_Location_Employee_Size_Range;USER_Location_Employee_Size_Actual;USER_Location_Sales_Volume_Range;USER_Location_Sales_Volume_Actual;USER_Corporate_Employee_Size_Range;USER_Corporate_Employee_Size_Actual;USER_Corporate_Sales_Volume_Range;USER_Corporate_Sales_Volume_Actual;USER_Type_of_Business;USER_Location_Type;USER_IUSA_Number;USER_EIN_1;USER_Last_Updated_On;USER_Years_In_Database;USER_Year_Established;USER_Home_Business;USER_Firm_or_Individual;USER_Twitter;USER_Linked_In;USER_Facebook;USER_Affiliated_Records;USER_Affiliated_Locations;;
100;A;24 Duke Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.205096999278;47.216524787814002;-124.205288861042;47.216512382597003;Duke Darien Investments LLC;;Amber;Israelsen;24 Duke Ln;WA;98571;DUKE DARIEN INVESTMENTS LLC;Unverified;Not Available;2;;;;621111;Investments;621111;52391001;Miscellaneous Intermediation;52391001;;1 to 4;3;$1-2.5 Million;2053000;;0;;0;Private;Single Loc;77-132-7153;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2298 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.157078836186;47.044101495782002;-124.156942294984;47.044368794674000;Sunshine Deli;;Aj;Brar;2298 State Route 109;WA;98550;;Verified;(360) 289-1800;1;;Chevronwithtechron.Com;;517203;Diesel Fuel (Whls);517203;42472002;Petroleum And Petroleum Products Merchant Wholesal;42472002;;1 to 4;3;$20-50 Million;30598000;;0;;0;Private;Single Loc;24-468-4635;;202411;21;;No;2;;;;0;0;FALSE;TRUE
100;A;24 Duke Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.205096999278;47.216524787814002;-124.205288861042;47.216512382597003;Code Riverbend LLC;;Amber;Israelsen;24 Duke Ln;WA;98571;CODE RIVERBEND LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7151;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2298 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.157078836186;47.044101495782002;-124.156942294984;47.044368794674000;ATM;;;;2298 State Route 109;WA;98550;;Verified;Not Available;1;;;;602103;Atm-Automated Teller Machines;602103;52211001;Commercial Banking;52211001;Atm (Amex);;0;;0;;0;;0;Private;Single Loc;41-569-9427;;201908;13;;No;2;;;;0;0;TRUE;TRUE
100;A;2298 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.157078836186;47.044101495782002;-124.156942294984;47.044368794674000;Blue Rhino;FERRELLGAS PARTNERS LP;;;2298 State Route 109;WA;98550;;Verified;Not Available;1;;;;598406;Propane Tank Kiosks;598406;45721017;Fuel Dealers;45721017;Blue Rhino;;0;;0;;0;;0;Branch of Public Company;Branch;74-563-0347;;202303;6;;No;2;;;;0;0;FALSE;TRUE
100;A;24 N 4th St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200150335301;47.211160453600002;-124.199902901518;47.211166656209002;NCK Construction Cleaning Inc;;Misty;Amburgy;24 N 4th St;WA;98571;NCK CONSTRUCTION CLEANING INC;Unverified;Not Available;2;;;;734902;Janitor Service;734902;56172001;Janitorial Services;56172001;;1 to 4;2;Less Than $500,000;131000;;0;;0;Private;Single Loc;77-132-7140;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;2298 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.157078836186;47.044101495782002;-124.156942294984;47.044368794674000;Chevron;CHEVRON CORP;;;2298 State Route 109;WA;98550;;Verified;(360) 289-1800;1;Chevronwithtechron.Com;;;554101;Service Stations-Gasoline & Oil;554101;45712003;Other Gasoline Stations;45712003;Chevron;5 to 9;8;$5-10 Million;5337000;;0;;0;Branch of Public Company;Branch;74-100-0312;;202410;6;;No;2;;;;0;0;FALSE;TRUE
100;A;2614 Lone Tree Dr, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.165265441017;47.070964950635997;-124.164768142702;47.071026725262001;Charley Group LLC;;Natalie;Charley;2614 Lone Tree Dr;WA;98569;CHARLEY GROUP LLC;Unverified;(360) 289-3974;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;42-061-2419;;202204;13;;Yes;2;;;;0;0;FALSE;FALSE
100;A;2641 Pacific Blvd NW, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.16649976008;47.072541754261003;-124.167228063645;47.072393813669997;Northwest General Builders LLC;;Ivan;Hass;2641 Pacific Blvd NW;WA;98569;NORTHWEST GENERAL BUILDERS LLC;Unverified;Not Available;1;;;;154213;Building Contractors;154213;23622005;Commercial And Institutional Building Construction;23622005;;1 to 4;2;$500,000-1 Million;532000;;0;;0;Private;Single Loc;77-132-6971;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;27 Wendy Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.188134541823;47.154235051550998;-124.188024571252;47.153564750754001;Windsound Construction Inc;;Michael;Kilwien;27 Wendy Ln;WA;98535;WINDSOUND CONSTRUCTION INC;Unverified;Not Available;2;;;;152144;Construction Companies;152144;23611512;New Single-Family Housing Construction (Except For;23611512;;1 to 4;2;$500,000-1 Million;532000;;0;;0;Private;Single Loc;77-132-5970;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;3025 Ocean Beach Rd, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.17131968968;47.202737479099000;-124.17140032359;47.202505384200002;Elma Auto Racing Hall Of Fame;;Cindy;Badgett;3025 Ocean Beach Rd;WA;98571;ELMA AUTO RACING HALL OF FAME;Unverified;Not Available;2;;;;794801;Race Tracks;794801;71121203;Racetracks;71121203;;1 to 4;2;Less Than $500,000;119000;;0;;0;Private;Single Loc;77-132-7133;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;24 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199091280847;47.195231752152999;-124.199091280847;47.195231752152999;Seabrook Cottage Rentals;;Emma;Abbott;24 Front St;WA;98571;;Verified;(360) 276-4744;2;8777799990;Seabrookwa.Com;;735910;Rental Service-Stores & Yards;735910;53231003;General Rental Centers;53231003;;1 to 4;3;Less Than $500,000;289000;;0;;0;Private;Single Loc;40-437-9464;;202410;14;2004;No;2;http://twitter.com/seabrookwa;;http://www.facebook.com/seabrookwa;0;0;FALSE;TRUE
100;A;32 Beach Ave, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200412353594;47.206655264463002;-124.200414700527;47.206770599450003;Hughes Construction Inc;;Doug;Hughes;32 Beach Ave;WA;98571;HUGHES CONSTRUCTION INC;Unverified;Not Available;2;;;;152144;Construction Companies;152144;23611512;New Single-Family Housing Construction (Except For;23611512;;1 to 4;2;$500,000-1 Million;532000;;0;;0;Private;Single Loc;77-132-7155;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;35 McCullough Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.176885441028;47.108387424195001;-124.176885441028;47.108387424195001;Hard Hats Required LLC;;Karen;Howe;35 Mccullough Rd;WA;98535;HARD HATS REQUIRED LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-5971;;202204;3;;No;2;;;;0;0;FALSE;FALSE
99.4899999999999;A;39 Paradise Ln, Elma, Washington, 98541;20;Pacific Beach;-124.198126608598;47.218152385772001;-124.198126357141;47.218339721307999;Pacific Center Roads Inc;;Paul;Bouma;39 Paradise Ln;WA;98571;PACIFIC CENTER ROADS INC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7143;;202204;3;;No;2;;;;0;0;FALSE;FALSE
99.9;A;2428 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.153711155129;47.058063734815001;-124.153711155129;47.058063734815001;Ocean Breeze Resort;;Kevin;Mccloud;2428 State Route 109;WA;98569;;Verified;(360) 289-0628;1;8003925722;Kmresorts.Com;;655204;Mobile Homes-Park Developers;655204;23721004;Land Subdivision;23721004;;10 to 19;10;$1-2.5 Million;2356000;;0;;0;Private;Single Loc;40-483-1957;;202407;14;1999;No;2;;;https://facebook.com/oceanbreezeresort/;0;0;FALSE;FALSE
97.9699999999999;A;4 1st St, Ocean Shores, Washington, 98569;20;Ocean City;-124.166102128272;47.070565062261998;-124.166102128272;47.070565062261998;T & D Creations LLC;;Dianna;Eggebraten;4 First Ave;WA;98569;T & D CREATIONS LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-6897;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;4 Lupine Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194518283099;47.194600495134999;-124.194519708024;47.194732929205003;Leahy Legal Consulting PLLC;;Terrence;Leahy;4 Lupine Ln;WA;98571;LEAHY LEGAL CONSULTING PLLC;Unverified;Not Available;2;;;;811103;Attorneys;811103;54111002;Offices Of Lawyers;54111002;;1 to 4;3;Less Than $500,000;411000;;0;;0;Private;Single Loc;77-132-7149;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2537 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165104173201;47.063846451726000;-124.165664922523;47.063768667664000;West Winds Resort Motel;;David;Mcelhiney;2537 State Route 109;WA;98569;;Verified;(360) 289-3448;1;;Westwindsresortmotel.Com;;701111;Resorts;701111;72119909;All Other Traveler Accommodation;72119909;;1 to 4;2;Less Than $500,000;139000;;0;;0;Private;Single Loc;80-403-0641;;202411;41;;No;2;;;https://www.facebook.com/west-winds-resort-motel-118023961557863;0;0;FALSE;FALSE
100;A;40 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201387168932;47.208880073023003;-124.201387504208;47.208998593133003;Gasworks Development LLC;;Ryan;Porter;40 Main St # B;WA;98571;GASWORKS DEVELOPMENT LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7139;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;40 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201387168932;47.208880073023003;-124.201387504208;47.208998593133003;Porter Fund LLC;;Rebecca;Porter;40 Main St;WA;98571;PORTER FUND LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7138;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;40 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201387168932;47.208880073023003;-124.201387504208;47.208998593133003;993 Properties LLC;;Rebecca;Porter;40 Main St;WA;98571;993 PROPERTIES LLC;Unverified;Not Available;2;;;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;1 to 4;3;Less Than $500,000;217000;;0;;0;Private;Single Loc;77-132-7136;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;4159 State Rt 109, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.197650600317;47.186678045981999;-124.197830559777;47.186401443176997;Choe Harding LLC;;Pyong;Choe;4159 State Rt 109;WA;98571;CHOE HARDING LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7148;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;49 Marilyn Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.187067274091;47.153538180120997;-124.187022766184;47.153590734654003;Iron Springs Park Assn;;Scott;Berken;49 Marilyn Ln;WA;98535;IRON SPRINGS PARK ASSN;Unverified;Not Available;2;;;;861102;Associations;861102;81391002;Business Associations;81391002;;1 to 4;2;;0;;0;;0;Private;Single Loc;77-132-5973;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;49 S 3rd St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201170412916;47.206244299749997;-124.200905712414;47.206150003338998;Vicente LLC;;Vicente;Irvin;49 S 3rd St;WA;98571;VICENTE LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7142;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;5 Pawnee Pl, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.161830453277;47.117930723874998;-124.161651751101;47.117928796036999;Paradise Water Assn;;Sherry;Martin;5 Pawnee Pl;WA;98535;PARADISE WATER ASSN;Unverified;Not Available;2;;;;861102;Associations;861102;81391002;Business Associations;81391002;;1 to 4;2;;0;;0;;0;Private;Single Loc;77-132-5969;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;5 Tahiti St, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.170081179668;47.073182466939997;-124.170421820212;47.073219012037001;Ocean Holdings LLC;;Warren;Chong;5 Tahiti St;WA;98569;OCEAN HOLDINGS LLC;Unverified;Not Available;1;;;;671901;Holding Companies (Non-Bank);671901;55111201;Offices Of Other Holding Companies;55111201;;1 to 4;3;$1-2.5 Million;1291000;;0;;0;Private;Single Loc;77-132-6974;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;5 Tahiti St, Ocean Shores, Washington, 98569;20;Ocean City;-124.170081179668;47.073182466939997;-124.170421820212;47.073219012037001;Venture Management LLC;;Warren;Chong;5 Tahiti St;WA;98569;VENTURE MANAGEMENT LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-6973;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;539 Copalis Beach Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.147483652526;47.118335779345998;-124.147482143784;47.117486357277997;Rock Products LLC;;John;Andrews;539 Copalis Beach Rd;WA;98535;ROCK PRODUCTS LLC;Unverified;Not Available;1;;;;539901;General Merchandise-Retail;539901;45521908;All Other General Merchandise Retailers;45521908;;1 to 4;2;Less Than $500,000;337000;;0;;0;Private;Single Loc;77-132-5979;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;539 Copalis Beach Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.147483652526;47.118335779345998;-124.147482143784;47.117486357277997;R & T 98535 LLC;;Robert;Andrews;539 Copalis Beach Rd;WA;98535;R & T 98535 LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-5978;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2601 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.166064655485;47.069763740090998;-124.166447540823;47.069701630189002;North Beach Motel;;Chrissy;Oaks;2601 State Route 109;WA;98569;;Verified;(360) 289-4116;1;;Northbeachmotel.Com;;701101;Hotels & Motels;701101;72111002;Hotels (Except Casino Hotels) And Motels;72111002;;1 to 4;1;Less Than $500,000;70000;;0;;0;Private;Single Loc;88-603-7092;;202212;37;;No;2;http://twitter.com/northbeachmotel;;https://www.facebook.com/north-beach-motel-470161590363;0;0;FALSE;TRUE
100;A;59 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203188356107;47.208814777996999;-124.203187182639;47.208669519615000;Communications;;;;59 Main St;WA;98571;;Unverified;(360) 276-4840;2;;;;489903;Communications;489903;51781001;All Other Telecommunications;51781001;;1 to 4;2;$500,000-1 Million;555000;;0;;0;Private;Single Loc;42-062-5760;;202204;13;;No;2;;;;0;0;FALSE;TRUE
100;A;2601 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.166064655485;47.069763740090998;-124.166447540823;47.069701630189002;Oakshaw LLC;;;;2601 State Route 109;WA;98569;OAKSHAW LLC;Verified;(360) 289-4116;1;;Northbeachmotel.Com;;701101;Hotels & Motels;701101;72111002;Hotels (Except Casino Hotels) And Motels;72111002;;1 to 4;2;$500,000-1 Million;688000;;0;;0;Private;Single Loc;71-080-2428;;202407;10;;No;2;;;http://www.facebook.com/north-beach-motel-470161590363/?ref=ts;0;0;FALSE;TRUE
100;A;2602 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.166044287461;47.069965324862999;-124.165646733792;47.070049730628000;Ocean City Storage;;Carol;Davis;2602 State Route 109;WA;98569;;Verified;(360) 289-4722;1;;;;422503;Storage-Household & Commercial;422503;53113001;Lessors Of Miniwarehouses And Self-Storage Units;53113001;;1 to 4;1;Less Than $500,000;53000;;0;;0;Private;Single Loc;98-467-7310;;202408;27;;No;2;;;;0;0;FALSE;TRUE
100;A;6 Bayview Ln, Hoquiam, Washington, 98550;20;Hoquiam;-124.108741322583;47.057296748764998;-124.108706370047;47.057441420414001;Assured Guaranty Municipal;;Bill;Clements;6 Bayview Ln;WA;98550;;Unverified;(360) 289-0925;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;42-069-3847;;202204;13;;Yes;2;;;;0;0;FALSE;TRUE
100;A;6 Sapphire Dr, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.20020666169;47.202812455222997;-124.200616955851;47.202668035031998;John Davidson Color LLC;;John;Davidson;6 Sapphire Dr;WA;98571;JOHN DAVIDSON COLOR LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7144;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;67 Pacific Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.195144411266;47.215767901957001;-124.195136616097;47.216075266346003;Metro Color Inc;;Timothy;Tupper;67 Pacific Ln;WA;98571;METRO COLOR INC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7135;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;8 Elk Ridge Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.119726896342;47.117495786919001;-124.120277335923;47.117495032548000;Timberline Estates Water Syst;;Charlie;Parsons;8 Elk Ridge Rd;WA;98535;TIMBERLINE ESTATES WATER SYSTEM;Unverified;Not Available;1;;;;494102;Water & Sewage Companies-Utility;494102;22131003;Water Supply And Irrigation Systems;22131003;;1 to 4;2;Less Than $500,000;332000;;0;;0;Private;Single Loc;77-132-5977;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;81 Elma St, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.168132890094;47.113619911072000;-124.168071786019;47.113731138927001;TLC Professional Painters LLC;;Timothy;Cheney;81 Elma St;WA;98535;TLC PROFESSIONAL PAINTERS LLC;Unverified;Not Available;2;;;;172101;Painters;172101;23832003;Painting And Wall Covering Contractors;23832003;;1 to 4;2;Less Than $500,000;211000;;0;;0;Private;Single Loc;77-132-5975;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;2616 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165693085718;47.071212510145997;-124.16564170465;47.071028192095000;Sunrise Market;;Carol;Davis;2616 State Route 109;WA;98569;SUNRISE MARKET INC;Verified;(360) 289-2962;1;;;;541105;Grocers-Retail;541105;44511003;Supermarkets And Other Grocery Retailers (Except C;44511003;;1 to 4;2;$500,000-1 Million;505000;;0;;0;Private;Single Loc;17-517-3731;;202309;41;;No;2;;;https://www.facebook.com/oceancitywa/;0;0;FALSE;TRUE
100;A;2616 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165693085718;47.071212510145997;-124.16564170465;47.071028192095000;ATM;;;;2616 State Route 109;WA;98569;;Verified;Not Available;1;;;;602103;Atm-Automated Teller Machines;602103;52211001;Commercial Banking;52211001;Star;;0;;0;;0;;0;Private;Single Loc;41-573-5124;;201906;13;;No;2;;;;0;0;TRUE;TRUE
100;A;193 Copalis Beach Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.105108583147;47.115518898292997;-124.105108583147;47.115518898292997;Dayton Paint & Constr LLC;;;;193 Copalis Beach Rd # 2;WA;98535;DAYTON PAINT & CONSTR LLC;Unverified;Not Available;1;;;;523107;Paint-Retail;523107;44412003;Paint And Wallpaper Retailers;44412003;;1 to 4;3;$500,000-1 Million;697000;;0;;0;Private;Single Loc;77-655-6665;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2616 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.165693085718;47.071212510145997;-124.16564170465;47.071028192095000;USPS Collection Box;UNITED STATES POSTAL SVC;;;2616 State Route 109;WA;98569;;Verified;Not Available;1;;;;733110;Mailing & Shipping Kiosks;733110;54186009;Direct Mail Advertising;54186009;;;0;;0;;0;;0;Private;Branch;77-911-2429;;202407;3;;No;2;;;;0;0;TRUE;TRUE
100;A;2616 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165693085718;47.071212510145997;-124.16564170465;47.071028192095000;Amerigas Propane Exchange;UGI CORP;;;2616 State Route 109;WA;98569;;Verified;Not Available;1;;;;598406;Propane Tank Kiosks;598406;45721017;Fuel Dealers;45721017;;;0;;0;;0;;0;Branch of Public Company;Branch;74-999-6027;;202410;5;;No;2;;;;0;0;TRUE;TRUE
100;A;215 Meriweather St, #2, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.197338206786;47.196683062797000;-124.197692426014;47.195109444296001;Twelve Paws LLC;;;;215 Meriweather St # 2;WA;98571;TWELVE PAWS LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-655-6885;;202205;3;;No;2;;;;0;0;FALSE;FALSE
100;A;3 Coral Way, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.169199571091;47.073029203840001;-124.169206025158;47.073156944044001;Purvis Business Solutions LLC;;;;3 Coral Way;WA;98569;PURVIS BUSINESS SOLUTIONS LLC;Unverified;Not Available;1;;;;738999;Business Services NEC;738999;56199001;All Other Support Services;56199001;;1 to 4;2;Less Than $500,000;132000;;0;;0;Private;Single Loc;77-655-6853;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;3 S Pacific Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200448814872;47.215742169514002;-124.200448060501;47.215504794015999;Pac Beach Utility LLC;;;;3 S Pacific Ln;WA;98571;PAC BEACH UTILITY LLC;Unverified;Not Available;2;;;;162308;Utility Contractors;162308;23713014;Power And Communication Line And Related Structure;23713014;;5 to 9;6;$1-2.5 Million;1640000;;0;;0;Private;Single Loc;77-655-6884;;202205;3;;No;2;;;;0;0;FALSE;FALSE
100;A;3209 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.171283228402;47.119006960241997;-124.171999294391;47.118466495126000;Seaplane Specialist LLC;;;;3209 State Route 109;WA;98535;SEAPLANE SPECIALIST LLC;Unverified;Not Available;2;;;;458117;Sea Plane Base;458117;48811909;Other Airport Operations;48811909;;1 to 4;2;Less Than $500,000;125000;;0;;0;Private;Single Loc;77-655-6666;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;4 Lupine Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194518283099;47.194600495134999;-124.194519708024;47.194732929205003;Whitman Avenue Twnhms;;;;4 Lupine Ln;WA;98571;;Unverified;Not Available;2;;;;651303;Apartments;651303;53111002;Lessors Of Residential Buildings And Dwellings;53111002;;1 to 4;2;Less Than $500,000;135000;;0;;0;Private;Single Loc;77-655-6886;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;4 Lupine Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194518283099;47.194600495134999;-124.194519708024;47.194732929205003;Stonebridge Condominium Owners;;;;4 Lupine Ln;WA;98571;;Unverified;Not Available;2;;;;651301;Condominiums;651301;53111004;Lessors Of Residential Buildings And Dwellings;53111004;;1 to 4;2;Less Than $500,000;135000;;0;;0;Private;Single Loc;77-655-6887;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;658 Copalis Beach Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.161126624868;47.114854691138000;-124.161124277935;47.115277809609999;H R Moore Consulting LLC;;;;658 Copalis Beach Rd;WA;98535;H R MOORE CONSULTING LLC;Unverified;Not Available;2;;;;874899;Consultants-Business NEC;874899;54161830;Other Management Consulting Services;54161830;;1 to 4;2;Less Than $500,000;195000;;0;;0;Private;Single Loc;77-655-6663;;202205;3;;No;2;;;;0;0;FALSE;TRUE
100;A;2542 State Route 109, Ocean Shores, Washington, 98569;20;Ocean City;-124.165094869287;47.064178291272000;-124.164874341415;47.064208885219003;Debbi Doo's;;Debbi;Cameron;2542 State Route 109;WA;98569;;Unverified;(360) 289-4307;1;;;;723106;Beauty Salons;723106;81211202;Beauty Salons;81211202;;1 to 4;1;Less Than $500,000;23000;;0;;0;Private;Single Loc;51-626-5600;;202207;26;;No;2;;;;0;0;FALSE;FALSE
100;A;2701 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.166577627959;47.076858266758002;-124.167164528819;47.076755672262998;Ocean City RV Resort;;Susan;Wessner;2701 State Route 109;WA;98569;;Verified;(360) 289-8297;1;;Oceancityrvresort.Com;;703302;Recreational Vehicle Parks;703302;72121102;Rv (Recreational Vehicle) Parks And Campgrounds;72121102;;1 to 4;2;Less Than $500,000;212000;;0;;0;Private;Single Loc;67-458-4826;;202409;17;;No;2;;;https://www.facebook.com/oceancityrvresort;0;0;FALSE;FALSE
97.34;A;21 Seabrook Ave, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.197218251378;47.194921900338997;-124.197218251378;47.194921900338997;Rusty Anchor Fitness;;;;21 Sea Brrok Ave;WA;98571;RUSTY ANCHOR FITNESS LLC;Unverified;(360) 276-4222;2;;;;799102;Gymnasiums;799102;71394009;Fitness And Recreational Sports Centers;71394009;;1 to 4;3;Less Than $500,000;127000;;0;;0;Private;Single Loc;71-815-9466;;202208;10;;No;2;;;;0;0;FALSE;TRUE
